"last name","first name","birthdays"
"Sims","Patti","1962-03-08"
"Sims","Jill","1969-03-07"
"Sims","Richard","1966-01-23"
"Simpson","Muriel","1958-09-16"
"Simpson","Pauline","1979-08-28"
"Simpson","Norman","1949-03-06"
"Simpson","John","1974-12-19"
"Simpson","Ivette","1950-07-21"
"Simonton","Sarah","1984-07-25"
"Simon","Kimberly","1968-04-18"
"Simms","Adam","1966-09-05"
"Simmons","Ronald","1964-10-21"
"Simmons","Brenda","1981-07-01"
"Simmons","Dennis","1960-07-23"
"Simmons","Rosa","1953-09-16"
"Simmons","Kenneth","1973-07-05"
"Simmons","Betty","1945-03-12"
"Simmons","Nettie","1973-12-26"
"Silver","William","1965-05-02"
"Silveira","Sonia","1973-01-11"
"Silva","Mike","1942-08-25"
"Sills","George","1953-02-14"
"Siler","Evan","1955-01-26"
"Siemens","Philip","1962-06-23"
"Sibert","Wendy","1953-02-20"
"Shupe","Tom","1941-06-27"
"Shull","Alice","1944-11-09"
"Shrout","Sergio","1975-07-25"
"Shows","Steve","1969-08-12"
"Shoults","John","1946-07-10"
"Short","Susan","1981-02-08"
"Short","Joy","1943-05-20"
"Shore","Michelle","1971-11-23"
"Shofner","David","1973-09-01"
"Shoemaker","Walter","1949-09-24"
"Shive","Sally","1948-05-01"
"Shirley","Jack","1941-02-03"
"Shipman","Mark","1971-03-29"
"Shipley","Alexander","1964-05-25"
"Shick","Bertha","1940-06-27"
"Shibata","Robin","1959-02-20"
"Sherron","Tammy","1945-04-22"
"Sherman","Eula","1958-02-01"
"Sherer","Anne","1961-04-13"
"Sheppard","Jesus","1968-08-20"
"Shepherd","Chris","1956-12-20"
"Shepherd","Melvin","1969-07-20"
"Shepard","Michelle","1985-04-07"
"Shelton","Keisha","1977-11-11"
"Sheldon","Janice","1974-04-06"
"Sheffield","Cody","1962-01-30"
"Sheets","Beatrice","1947-10-04"
"Sheehan","Carl","1956-08-13"
"Sheehan","Stephen","1967-08-09"
"Sheehan","Velma","1944-08-07"
"Shedd","Kenneth","1944-02-22"
"Shaw","Wade","1979-02-25"
"Shaw","Andree","1985-08-07"
"Shaw","Thelma","1981-06-29"
"Shaw","Sharon","1944-10-30"
"Shaw","Vanessa","1977-09-16"
"Shatley","Carl","1941-07-01"
"Sharp","Drew","1974-05-02"
"Sharp","Robin","1957-12-26"
"Sharp","Aaron","1961-08-19"
"Sharp","Barbara","1976-08-10"
"Sharp","Carol","1948-01-29"
"Shannon","Mary","1978-08-30"
"Shanley","Angela","1946-06-04"
"Shah","Tanya","1952-02-05"
"Shah","Amy","1977-09-19"
"Shaffer","Michael","1968-08-15"
"Seybert","James","1970-06-30"
"Sexton","Trenton","1944-02-26"
"Sevilla","Josephine","1980-03-20"
"Severe","Veronica","1983-09-18"
"Severance","Nora","1955-01-26"
"Serrano","Carlos","1949-11-16"
"Serra","Kathy","1945-09-10"
"Senter","Rosetta","1942-09-09"
"Sellers","Michelle","1951-03-21"
"Sellers","Luis","1944-11-15"
"Seibert","Thomas","1963-06-23"
"Seguin","Mitzi","1958-10-26"
"Seeman","Jeremiah","1974-08-25"
"Seawright","Stefanie","1949-07-07"
"Scott","Brittany","1985-02-05"
"Scott","Yvonne","1970-04-01"
"Scott","Ann","1978-06-22"
"Scott","Donna","1954-12-17"
"Scott","Patricia","1982-07-01"
"Scott","Josephine","1970-09-30"
"Scott","Christopher","1973-02-21"
"Schweitzer","Sandra","1972-10-16"
"Schwartz","Brad","1963-05-06"
"Schultz","Pedro","1980-11-10"
"Schultz","Daniel","1960-07-26"
"Schultz","Glendora","1967-09-12"
"Schultz","Ray","1953-10-11"
"Schuler","Diana","1983-04-25"
"Schuler","Brian","1982-12-10"
"Schroeder","Olga","1954-07-31"
"Schroeder","Valerie","1980-05-08"
"Schroeder","Theresa","1977-05-05"
"Schooler","Lois","1952-03-03"
"Schofield","Janet","1949-12-06"
"Schneider","Kim","1948-12-31"
"Schneider","Robert","1949-01-08"
"Schneider","Christopher","1969-12-03"
"Schmitt","Michael","1955-10-20"
"Schmidt","Rebecca","1973-06-10"
"Schmidt","Phillip","1970-02-02"
"Schmidt","Elnora","1983-08-10"
"Schmidt","Brian","1968-12-22"
"Schmidt","Elizabeth","1951-02-09"
"Schmidt","Trinidad","1961-11-23"
"Schiller","Susan","1981-04-07"
"Schexnayder","Shirley","1940-03-27"
"Schell","Sarah","1977-12-11"
"Schell","Robert","1967-04-23"
"Scheffler","James","1966-11-15"
"Schauer","John","1962-06-17"
"Schaeffer","Anna","1983-12-09"
"Saunders","Libby","1942-01-26"
"Saulters","John","1947-11-04"
"Saulter","Mary","1981-01-04"
"Sauls","Florence","1976-12-21"
"Saucier","Vivian","1970-05-25"
"Satterfield","Antonette","1953-09-19"
"Sato","Delphia","1981-08-16"
"Santos","Joshua","1949-08-14"
"Santillan","Dina","1954-01-06"
"Santiago","Hollis","1961-11-25"
"Santiago","Chris","1941-09-18"
"Santana","Calvin","1975-09-14"
"Sanor","Keith","1956-04-05"
"Sanner","James","1965-06-20"
"Sands","Dale","1972-06-22"
"Sandoval","Michelle","1972-05-26"
"Sanders","Ernestina","1964-08-10"
"Sanders","Julian","1944-07-03"
"Sanders","Yvonne","1982-03-25"
"Sanchez","Wayne","1965-08-03"
"Sanchez","Maria","1968-03-17"
"Sanchez","Alexia","1964-12-03"
"Sanchez","Everett","1963-12-31"
"Samson","Robert","1983-12-22"
"Samples","Blair","1950-05-26"
"Salomon","Brian","1951-04-27"
"Saldana","Eric","1952-02-24"
"Salcedo","Rene","1978-09-23"
"Salazar","Roy","1972-09-21"
"Salas","Brian","1943-12-24"
"Saenz","Regan","1963-07-06"
"Sachs","Shawna","1960-03-09"
"Sabo","Scotty","1981-05-07"
"Ryant","Sarah","1968-02-13"
"Ryan","Tracy","1947-02-27"
"Ryan","Pedro","1975-12-18"
"Ryan","Francisco","1945-02-15"
"Russo","David","1954-08-22"
"Russo","James","1951-03-31"
"Russell","Mary","1966-03-05"
"Russell","Muoi","1982-03-04"
"Russell","Jesse","1980-09-09"
"Russel","James","1974-02-27"
"Russ","Harriet","1964-12-14"
"Runyan","Robert","1974-01-08"
"Ruiz","Gladys","1950-09-28"
"Ruiz","Queen","1949-01-14"
"Ruggiero","Carroll","1954-02-02"
"Ruff","Malena","1954-02-22"
"Ruelas","Margaret","1940-06-21"
"Rudd","Dolores","1948-03-13"
"Rudd","Madeleine","1948-08-22"
"Rucker","Charles","1946-05-30"
"Ruch","Lakesha","1978-12-28"
"Rubino","Ronald","1984-06-01"
"Rubino","Willard","1980-12-28"
"Royer","Dorothy","1943-08-01"
"Royce","Donald","1942-02-01"
"Roybal","David","1948-02-09"
"Roy","Maryann","1949-09-15"
"Rowe","Daniel","1974-03-10"
"Rowe","Stacey","1973-06-08"
"Rottman","Carmen","1944-12-25"
"Roth","Johnna","1953-12-07"
"Rost","Lindsey","1981-10-03"
"Rossman","Angela","1973-02-28"
"Rossi","Dorothy","1973-09-19"
"Ross","Jeanne","1940-09-09"
"Ross","Sue","1950-10-27"
"Ross","Doreen","1957-01-31"
"Ross","Lillian","1979-03-28"
"Ross","Verna","1946-07-29"
"Ross","Nicole","1973-03-01"
"Ross","Jean","1970-02-11"
"Rosenzweig","Charlotte","1975-08-19"
"Rosenthal","Carolyn","1967-12-02"
"Rosenberg","Barbara","1966-01-17"
"Rosen","Deborah","1969-06-02"
"Rose","Twana","1963-02-16"
"Rose","Arthur","1954-08-25"
"Rose","Felipe","1957-10-15"
"Rose","Robert","1958-05-21"
"Rose","Glenn","1940-03-08"
"Rose","Verena","1976-12-18"
"Rose","Virginia","1968-09-27"
"Rose","Eugene","1948-07-01"
"Rose","Donald","1976-05-03"
"Rosales","Fletcher","1969-01-24"
"Rosado","Juan","1951-01-16"
"Rosa","Dixie","1983-04-23"
"Roper","Richard","1950-02-23"
"Roop","Becky","1956-09-10"
"Romero","Kiersten","1941-02-24"
"Romero","Loretta","1972-01-19"
"Rollins","Ferdinand","1961-05-21"
"Rollins","Leroy","1954-10-19"
"Rollins","Jennifer","1942-05-16"
"Roller","John","1971-03-15"
"Roland","Paul","1982-08-13"
"Rohe","Marion","1950-03-28"
"Rogers","Scott","1953-10-01"
"Rogers","Maryjane","1940-02-29"
"Rogers","Jose","1971-05-28"
"Rogers","Nenita","1942-11-14"
"Rogers","Erlene","1959-01-13"
"Rogers","Stanley","1981-07-13"
"Rodriquez","Pamela","1940-04-18"
"Rodriguez","Jessi","1947-08-20"
"Rodriguez","Andrew","1943-10-18"
"Rodriguez","Susan","1961-03-20"
"Rodriguez","Bobette","1940-07-07"
"Rodriguez","Stephen","1976-05-29"
"Rodriguez","Anne","1983-07-05"
"Rodriguez","Angela","1947-06-23"
"Rodriguez","Mark","1960-12-06"
"Rodriguez","Stacey","1979-02-17"
"Rodriguez","Jennifer","1961-05-20"
"Rodriguez","James","1951-12-08"
"Rodrigues","Tracey","1979-05-27"
"Rodgers","Phyllis","1977-03-24"
"Rodgers","Jennifer","1945-07-26"
"Rodarte","Maria","1956-03-06"
"Rocker","Grace","1961-01-20"
"Rocha","David","1961-10-15"
"Rocha","Teresa","1952-08-10"
"Rocha","Misty","1976-07-08"
"Roca","Tanika","1974-03-07"
"Robles","Elmer","1978-04-17"
"Robison","Juan","1956-03-11"
"Robinson","Daniel","1941-02-13"
"Robinson","Anton","1964-05-10"
"Robinson","Jennifer","1982-09-23"
"Robinson","Ramon","1973-09-13"
"Robinson","Laura","1940-06-23"
"Robinson","Mark","1941-06-08"
"Robinett","Markus","1945-12-06"
"Robey","Lance","1944-03-08"
"Robertson","Teodoro","1949-06-01"
"Robertson","Linda","1940-03-10"
"Roberts","Candace","1963-09-14"
"Roberts","James","1974-08-27"
"Roberts","Yong","1969-09-25"
"Roberts","Kerry","1954-06-20"
"Roberts","Margot","1973-10-18"
"Roberts","Ian","1944-03-23"
"Roberts","Robert","1985-09-23"
"Robbins","Albert","1955-12-27"
"Robbins","Nona","1978-05-11"
"Roark","Anthony","1965-06-09"
"Roa","Kevin","1943-03-29"
"Rivet","Ben","1950-02-16"
"Rivera","Janet","1957-03-19"
"Rivera","Joshua","1978-03-14"
"Rivera","Tina","1947-10-28"
"Rivera","Frieda","1950-09-26"
"Rivera","Mark","1960-09-21"
"Ritch","Frank","1957-12-31"
"Rios","Marjorie","1974-03-04"
"Rink","Mattie","1969-08-28"
"Riner","Jacqueline","1984-02-01"
"Riley","Harry","1962-06-18"
"Riley","Alice","1978-02-06"
"Riley","Lottie","1956-12-25"
"Riggs","Tiffany","1963-12-19"
"Riffle","Billy","1979-02-01"
"Ridout","Marian","1978-04-22"
"Riddick","John","1952-05-02"
"Riddell","Ramona","1982-07-18"
"Ricks","Merry","1976-09-04"
"Ricks","Marion","1964-02-19"
"Richardson","Margaret","1961-08-02"
"Richardson","Maribel","1960-12-13"
"Richardson","Jerry","1957-06-14"
"Richardson","Theresa","1968-04-05"
"Richardson","Leslie","1954-03-08"
"Richardson","Andrea","1956-08-26"
"Richardson","James","1964-09-28"
"Richardson","Jacqueline","1981-05-02"
"Richards","Hector","1940-12-23"
"Richards","Alvaro","1948-10-23"
"Richards","Stella","1969-11-14"
"Richards","Gracie","1948-07-05"
"Rich","Clarence","1957-10-10"
"Rich","Janet","1984-03-19"
"Rhodes","Jeffery","1943-01-11"
"Rhodes","Judie","1948-10-21"
"Rhodes","Allene","1976-12-17"
"Rhee","Minerva","1958-01-05"
"Reynolds","Franklin","1985-10-12"
"Reynolds","Holly","1951-07-24"
"Reynolds","Danielle","1985-02-06"
"Restrepo","Steven","1942-06-08"
"Resto","Robert","1951-07-02"
"Rentz","John","1941-11-23"
"Reneau","Michael","1968-02-18"
"Rendon","Ryan","1982-08-27"
"Reilly","Cedric","1945-11-09"
"Reid","Benjamin","1965-05-10"
"Reid","Jennifer","1949-01-07"
"Reichenbach","Teresa","1972-05-08"
"Reichard","Terry","1979-03-17"
"Rees","John","1942-11-07"
"Rees","Angela","1985-08-20"
"Reed","Melba","1961-04-21"
"Reed","Claire","1949-03-29"
"Reed","Ron","1980-06-09"
"Reed","Michael","1954-02-11"
"Reed","Michael","1957-08-25"
"Reed","Anna","1953-09-18"
"Reed","Kimberly","1967-10-24"
"Reed","Chad","1982-06-06"
"Reed","Patricia","1961-08-06"
"Reed","Jennifer","1944-09-29"
"Reed","Darrell","1974-01-11"
"Redmond","Patrick","1966-07-13"
"Redmond","Neal","1962-11-07"
"Reddy","Douglas","1981-04-08"
"Reddick","Mary","1962-02-16"
"Redd","Mildred","1964-05-18"
"Redd","Robert","1952-11-25"
"Redd","Joe","1978-09-13"
"Redd","Dawn","1964-02-29"
"Reardon","Donald","1979-03-26"
"Reames","Rob","1979-10-04"
"Razo","Richard","1976-02-22"
"Rayo","Melody","1947-05-23"
"Raymo","Daniel","1962-12-19"
"Raygoza","Jason","1965-03-13"
"Ray","Lorrie","1954-08-30"
"Ray","Daniel","1973-01-30"
"Ray","Quinton","1970-02-11"
"Ray","Rochelle","1943-07-04"
"Ray","Edith","1962-11-12"
"Ray","Harold","1972-11-17"
"Ray","Mary","1969-07-28"
"Rau","Robert","1945-04-27"
"Rapoza","Daniel","1974-08-24"
"Ranney","Luis","1969-07-09"
"Rankin","Larry","1978-05-16"
"Rankin","Nancy","1982-12-27"
"Rangel","Sandra","1976-01-07"
"Rangel","Jennifer","1972-02-26"
"Rangel","Lorraine","1955-11-21"
"Raney","Sonya","1977-05-28"
"Randolph","Jeffrey","1975-01-20"
"Randazzo","Nicholas","1963-01-04"
"Ramsey","Elizabeth","1942-08-28"
"Ramos","Arnold","1945-10-29"
"Ramos","Keith","1943-07-15"
"Ramos","Jean","1969-04-01"
"Ramirez","Al","1953-11-04"
"Ramirez","Rosa","1958-01-25"
"Ramirez","Kip","1961-04-19"
"Ramirez","Jesse","1966-10-08"
"Rainer","Vera","1974-03-28"
"Rafferty","Terry","1946-08-18"
"Radford","Phyllis","1951-11-23"
"Radford","Jo","1943-10-20"
"Radcliffe","James","1954-03-15"
"Rachal","Michael","1957-08-03"
"Rabideau","Beau","1948-01-21"
"Quinones","Florence","1967-02-20"
"Quinn","Crystal","1940-06-26"
"Quam","Roberto","1975-05-17"
"Quam","Karen","1971-01-20"
"Quackenbush","Robert","1959-05-17"
"Purvis","Blanca","1952-08-03"
"Purvis","Janet","1952-08-09"
"Pugh","Peter","1967-12-13"
"Puckett","Laura","1947-08-09"
"Puckett","Marie","1980-12-24"
"Pryor","Richard","1982-06-26"
"Pruitt","Jennifer","1985-06-02"
"Pruitt","Freddie","1957-07-05"
"Pruett","Ryan","1974-11-02"
"Profit","Betty","1970-08-02"
"Proctor","Maya","1976-07-21"
"Proctor","Robert","1974-02-12"
"Privette","Jessie","1964-06-13"
"Privett","Joshua","1949-10-10"
"Pritchard","Judith","1965-07-28"
"Primus","Lynn","1965-05-10"
"Priestley","David","1941-08-18"
"Pride","Jesse","1981-04-16"
"Price","Lacy","1957-10-09"
"Price","Robert","1966-01-26"
"Price","Ingrid","1940-01-04"
"Price","Nancy","1951-07-22"
"Price","Robin","1981-06-13"
"Price","Suzanne","1966-01-19"
"Price","Dina","1980-11-23"
"Price","Steven","1967-11-13"
"Preston","Alejandro","1968-03-22"
"Preston","Robert","1969-06-18"
"Presley","Morris","1962-10-25"
"Pray","Basil","1941-02-23"
"Pratt","Gonzalo","1981-10-16"
"Pratt","Betty","1964-03-13"
"Pratt","Joann","1966-05-10"
"Poythress","Isaac","1956-10-27"
"Powers","Alan","1973-09-30"
"Powers","Dan","1957-10-10"
"Powell","Luis","1982-10-14"
"Powell","Merrill","1944-02-03"
"Powell","Frederick","1967-10-26"
"Poulson","Dylan","1981-04-10"
"Poteat","Henry","1979-04-09"
"Posey","Candelaria","1973-06-08"
"Portugal","Dwayne","1940-06-01"
"Porter","Kathleen","1957-04-26"
"Porter","Mary","1971-04-25"
"Porter","Lisa","1946-10-15"
"Porter","Adeline","1946-08-06"
"Popovich","Terrence","1977-06-12"
"Pope","Brandie","1983-10-23"
"Poovey","Ruby","1946-07-16"
"Poorman","Daniel","1975-05-28"
"Poore","Joseph","1979-05-12"
"Poole","Cheryl","1963-02-24"
"Pool","Shirley","1958-04-13"
"Pond","Jewell","1985-11-26"
"Pollock","David","1959-05-17"
"Pollard","Kimberly","1967-12-01"
"Pollard","Elroy","1940-10-08"
"Poland","Terri","1945-01-21"
"Plumb","David","1984-12-22"
"Plata","Kevin","1979-10-19"
"Pittman","Jacob","1951-10-22"
"Pittman","Matthew","1976-07-02"
"Pineda","Frederick","1966-02-14"
"Pineda","Josephine","1950-10-30"
"Pierson","Jonathan","1965-07-26"
"Pierce","Carrol","1981-12-01"
"Pierce","Lucille","1984-10-27"
"Pierce","Matthew","1984-04-26"
"Phillips","Vernon","1964-01-12"
"Phillips","Billie","1976-01-08"
"Phillips","Timothy","1951-06-26"
"Phelps","Kevin","1985-08-27"
"Pham","John","1978-07-27"
"Pfeiffer","Earl","1979-11-21"
"Pfeifer","Jon","1945-09-25"
"Pfannenstiel","Cheri","1976-08-04"
"Pettitt","Shanell","1971-08-07"
"Petrie","Robert","1967-06-23"
"Petree","Michael","1968-08-15"
"Peterson","Sarah","1961-04-27"
"Peterson","Marcus","1940-01-16"
"Peterson","Joe","1968-01-20"
"Peterson","Leila","1979-11-09"
"Peterson","Edward","1964-01-27"
"Peterson","Rebecca","1945-04-03"
"Petersen","Kathryn","1984-01-04"
"Peters","Jane","1949-02-26"
"Peters","Michele","1976-03-28"
"Peter","Thomas","1950-11-05"
"Perry","Kelly","1943-04-27"
"Perry","Edward","1951-07-14"
"Perry","William","1974-09-07"
"Perry","Clyde","1949-05-31"
"Perkins","Donald","1977-01-11"
"Perkins","Terrence","1963-05-25"
"Perkins","Diana","1970-01-06"
"Perkins","Claire","1950-06-17"
"Perez","John","1946-03-01"
"Perez","Lucille","1981-01-10"
"Perez","Kathy","1946-09-16"
"Perez","Yvonne","1963-08-01"
"Perez","Florentina","1959-10-07"
"Perez","Craig","1979-04-10"
"Perez","David","1964-09-11"
"Perez","Aida","1978-04-01"
"Perez","Joyce","1968-09-10"
"Perez","Rebecca","1952-09-30"
"Perez","Margaret","1983-10-01"
"Perez","Virginia","1945-05-07"
"Peres","Gregory","1980-11-14"
"Pereira","Rosalie","1985-03-30"
"Peralez","Olga","1960-09-14"
"Pepper","Ken","1982-12-21"
"People","John","1951-05-27"
"Penrod","Mabel","1981-10-17"
"Penrod","Kevin","1970-10-23"
"Pendleton","Clinton","1946-08-28"
"Pendleton","Kelly","1979-08-09"
"Pendelton","Alton","1975-06-14"
"Pence","William","1947-04-11"
"Pena","Bella","1977-06-09"
"Pena","Stephen","1941-07-01"
"Pena","Francis","1948-06-11"
"Pena","Cory","1956-07-10"
"Pena","Catherine","1947-03-09"
"Pemberton","Earl","1955-07-31"
"Peltz","James","1983-12-31"
"Pelton","Gary","1946-03-19"
"Pelletier","Carmen","1956-03-30"
"Pellegrini","Rosemary","1957-09-22"
"Pelchat","Margaret","1982-01-22"
"Pelchat","Janet","1969-09-22"
"Pegram","Susan","1944-05-06"
"Peery","Mary","1952-11-10"
"Peebles","Kelly","1954-02-11"
"Pedigo","Jennifer","1985-09-17"
"Pedersen","Bruce","1942-12-30"
"Peck","Alan","1984-10-04"
"Peasley","Glen","1961-05-31"
"Peaslee","Micheal","1944-09-05"
"Pearson","Larry","1974-09-08"
"Pearson","Charlie","1963-07-12"
"Pearsall","Charles","1967-01-27"
"Pearce","Donald","1962-10-07"
"Peace","Katharine","1960-10-31"
"Paylor","Walter","1969-08-19"
"Pavon","Amanda","1955-10-01"
"Paulsen","Virginia","1951-04-09"
"Paulino","Abby","1956-04-10"
"Paulino","Michael","1953-11-18"
"Paul","Joshua","1976-06-17"
"Patty","Marilyn","1969-08-11"
"Patton","Joyce","1940-10-28"
"Patterson","Chi","1957-12-23"
"Patterson","Jose","1980-12-22"
"Patterson","Nadia","1949-02-25"
"Patrick","Genaro","1974-01-11"
"Patel","Carlos","1975-11-09"
"Patel","Dean","1985-01-10"
"Patel","Margarito","1957-10-20"
"Patchen","Kathleen","1940-12-23"
"Patchen","Jason","1981-03-09"
"Passarelli","Ling","1945-10-02"
"Pascual","Shirley","1943-09-05"
"Pascoe","Beth","1956-12-08"
"Partin","Robert","1958-11-19"
"Parrott","Michael","1974-12-12"
"Parrish","Joan","1984-02-08"
"Parrish","Charles","1956-10-16"
"Parr","Leonard","1984-06-19"
"Parodi","Jan","1949-05-29"
"Parnell","James","1946-12-18"
"Parmenter","Rich","1965-06-11"
"Parks","Kathryn","1967-09-15"
"Parker","Betty","1972-12-31"
"Parker","Luis","1942-08-10"
"Parker","Robert","1974-07-02"
"Park","Adriana","1981-06-20"
"Park","Jay","1964-09-14"
"Parent","Kirk","1979-01-29"
"Paquette","Irene","1966-07-30"
"Paquette","Lisa","1963-02-22"
"Pape","Joseph","1974-12-30"
"Palmer","James","1959-08-28"
"Palmer","James","1952-04-14"
"Palmer","Martin","1966-06-06"
"Palm","Rosa","1945-05-12"
"Palko","Frederick","1979-06-05"
"Paisley","Nita","1973-08-14"
"Paige","Nathan","1961-03-28"
"Paige","Barbara","1968-09-30"
"Page","Lora","1942-04-01"
"Pafford","Clyde","1952-10-20"
"Paez","Robert","1947-07-31"
"Padula","Simon","1944-11-18"
"Padilla","Alexis","1966-11-05"
"Pacheco","Carlos","1941-02-09"
"Pace","Stephen","1948-06-22"
"Owens","Garry","1981-02-05"
"Owens","Kelli","1951-11-10"
"Owens","Barbara","1980-04-04"
"Owens","Mary","1940-05-09"
"Owens","Barney","1942-08-16"
"Owens","James","1956-03-13"
"Owens","Ashley","1959-03-03"
"Owens","Lea","1961-04-26"
"Owen","Alina","1971-12-02"
"Overton","Paul","1977-11-08"
"Otter","Frederick","1944-12-05"
"Ostrowski","Dean","1958-01-02"
"Osborne","Susan","1967-06-24"
"Osborne","Sharon","1940-11-16"
"Osborn","Terri","1967-03-01"
"Ortiz","Aretha","1954-08-21"
"Ortiz","Carmella","1976-01-09"
"Ortiz","Miguel","1972-01-26"
"Ortega","Renee","1956-06-11"
"Orr","Patricia","1972-03-15"
"Orozco","Jenny","1961-02-16"
"Orourke","Nicole","1979-03-15"
"Oneal","Jerry","1947-12-19"
"Oneal","Mattie","1977-09-16"
"Omara","Tracy","1956-05-15"
"Olson","Zachary","1971-12-26"
"Olson","Mary","1968-06-14"
"Olson","Rhiannon","1944-07-16"
"Olsen","Daniel","1956-07-05"
"Oliver","Sean","1985-05-16"
"Oliveira","Matthew","1979-11-25"
"Olivas","Lynda","1969-12-20"
"Oleary","Lena","1985-01-02"
"Oleary","Paul","1969-11-04"
"Ohman","Bridget","1944-04-10"
"Ohara","Brandon","1983-01-08"
"Ohalloran","Frances","1953-05-12"
"Oglesby","James","1970-04-09"
"Ogden","William","1947-04-21"
"Odonnell","Michael","1985-10-02"
"Odonnell","Kristin","1975-07-21"
"Odom","Julie","1981-02-26"
"Oden","Lula","1960-02-21"
"Odell","Sandra","1949-01-02"
"Oconnor","Calvin","1964-02-09"
"Oconnor","Cindy","1968-03-02"
"Oconnell","Ronald","1985-08-31"
"Oconnell","Monica","1966-05-05"
"Ochoa","Willie","1981-11-01"
"Oceguera","Melvin","1970-10-17"
"Ocampo","Felix","1943-11-18"
"Obryan","Elizabeth","1974-12-24"
"Obrien","Grace","1979-12-06"
"Obrian","Phyllis","1969-08-05"
"Oates","Richard","1980-12-21"
"Oakman","Joel","1941-05-08"
"Nutt","Clarence","1982-01-19"
"Nunez","Alexander","1970-04-04"
"Nunez","Jeffrey","1970-05-27"
"Nunez","Leah","1949-03-15"
"Numbers","Gilda","1955-01-31"
"Null","Sheryl","1943-10-18"
"Nowak","Alexis","1940-03-08"
"Norwood","Julie","1981-10-19"
"North","Donna","1973-03-02"
"Norman","Miguel","1943-09-21"
"Noonan","Rose","1963-12-14"
"Nolting","Anthony","1942-12-16"
"Noll","William","1981-09-07"
"Noble","Michael","1976-06-04"
"Noble","Denise","1979-02-04"
"Nieves","Yolanda","1982-06-28"
"Nielsen","Carl","1953-09-17"
"Niehaus","Edna","1973-03-04"
"Nicol","Carolyn","1984-12-17"
"Nickels","Karen","1978-09-09"
"Nicholson","Evelyn","1959-02-18"
"Nicholson","Ronda","1942-04-04"
"Nichols","Lucy","1954-04-25"
"Nichols","Lorraine","1953-06-05"
"Nicholls","Laura","1983-09-29"
"Nichol","Tanya","1981-02-12"
"Nguyen","Howard","1952-03-16"
"Nguyen","James","1979-03-04"
"Nguyen","Lucy","1977-08-30"
"Newsome","Elizabeth","1972-01-09"
"Newsome","Vincent","1946-02-07"
"Newsom","Raymond","1948-11-18"
"Newman","Anthony","1956-10-29"
"Newell","Steven","1951-10-29"
"Newby","Vanessa","1968-06-29"
"Neufeld","Beverly","1970-02-23"
"Nestor","Erica","1948-07-18"
"Nestor","Michael","1984-07-18"
"Ness","Evelyn","1956-03-25"
"Nemec","William","1977-05-10"
"Nelson","Thomas","1973-12-04"
"Nelson","Jane","1948-04-26"
"Nelson","Paul","1967-08-01"
"Nelson","Owen","1969-09-12"
"Nelson","Albert","1984-08-26"
"Nelson","Kimberly","1984-02-12"
"Nelson","Anthony","1945-02-07"
"Nelson","Craig","1980-06-04"
"Negron","Olga","1943-10-23"
"Neer","Maragaret","1948-01-10"
"Neely","Paul","1949-04-04"
"Neely","Beatrice","1971-02-01"
"Needham","Felicia","1944-10-10"
"Nee","Janice","1977-02-25"
"Necaise","Roberto","1969-07-13"
"Neblett","Martha","1979-09-17"
"Nealon","Ida","1963-07-15"
"Neal","Margaret","1945-05-06"
"Neal","Betty","1971-08-12"
"Naylor","David","1979-02-12"
"Navarro","Anita","1968-12-27"
"Navarro","Stephen","1948-12-01"
"Nash","Charles","1945-06-22"
"Nash","Lucretia","1980-05-23"
"Narvaez","Tanya","1946-06-04"
"Napier","Richard","1969-05-09"
"Nagel","Joe","1960-07-07"
"Mysliwiec","Ellen","1970-02-03"
"Myrick","Lydia","1964-06-20"
"Myrick","Robert","1948-07-24"
"Myles","Phyllis","1983-04-08"
"Myers","John","1960-09-25"
"Myers","George","1982-08-10"
"Myers","Velva","1977-09-29"
"Myers","Heidi","1976-07-07"
"Musgrave","Cynthia","1971-02-27"
"Murtha","Dan","1959-11-27"
"Murray","Chester","1967-06-18"
"Murray","Mary","1947-02-23"
"Murphy","Mark","1985-01-21"
"Murphy","Stefan","1947-10-14"
"Murphy","Jack","1944-12-16"
"Murphy","Paulette","1941-11-16"
"Murphy","David","1959-10-15"
"Murphy","Betty","1941-02-08"
"Murphy","Thomas","1977-12-18"
"Murphy","Gloria","1969-09-14"
"Murphy","Barbara","1975-10-22"
"Munoz","Steven","1974-04-28"
"Munoz","Marie","1944-08-27"
"Munoz","Nathan","1981-08-04"
"Munoz","Chad","1969-01-08"
"Munos","James","1978-07-04"
"Muniz","Kurtis","1969-05-21"
"Munch","Katie","1974-09-16"
"Mullen","Steve","1944-03-29"
"Mullen","Maria","1942-07-29"
"Mueller","James","1956-12-03"
"Moxley","Roger","1968-06-05"
"Mowery","Jason","1953-02-27"
"Moultrie","Paula","1972-07-27"
"Mott","Delia","1956-04-27"
"Moten","Janette","1945-12-18"
"Moss","Darnell","1983-01-09"
"Moss","Susan","1948-03-27"
"Moss","Eleanor","1965-06-28"
"Moss","Dorothy","1981-04-20"
"Moses","David","1943-03-15"
"Mosby","Roy","1957-03-02"
"Morton","Stephen","1956-11-14"
"Morse","Terry","1951-05-18"
"Morse","Linda","1958-02-02"
"Morrow","Ernest","1967-10-05"
"Morrison","Leonel","1981-10-04"
"Morrison","Lynne","1969-07-02"
"Morris","Juanita","1956-11-26"
"Morris","Jeff","1942-04-17"
"Morris","Brenda","1941-01-03"
